Date,Anderson,Andrews,Angelina,Aransas,Archer,Armstrong,Atascosa,Austin,Bailey,Bandera,Bastrop,Baylor,Bee,Bell,Bexar,Blanco,Borden,Bosque,Bowie,Brazoria,Brazos,Brewster,Briscoe,Brooks,Brown,Burleson,Burnet,Caldwell,Calhoun,Callahan,Cameron,Camp,Carson,Cass,Castro,Chambers,Cherokee,Childress,Clay,Cochran,Coke,Coleman,Collin,Collingsworth,Colorado,Comal,Comanche,Concho,Cooke,Coryell,Cottle,Crane,Crockett,Crosby,Culberson,Dallam,Dallas,Dawson,DeWitt,Deaf Smith,Delta,Denton,Dickens,Dimmit,Donley,Duval,Eastland,Ector,Edwards,El Paso,Ellis,Erath,Falls,Fannin,Fayette,Fisher,Floyd,Foard,Fort Bend,Franklin,Freestone,Frio,Gaines,Galveston,Garza,Gillespie,Glasscock,Goliad,Gonzales,Gray,Grayson,Gregg,Grimes,Guadalupe,Hale,Hall,Hamilton,Hansford,Hardeman,Hardin,Harris,Harrison,Hartley,Haskell,Hays,Hemphill,Henderson,Hidalgo,Hill,Hockley,Hood,Hopkins,Houston,Howard,Hudspeth,Hunt,Hutchinson,Irion,Jack,Jackson,Jasper,Jeff Davis,Jefferson,Jim Hogg,Jim Wells,Johnson,Jones,Karnes,Kaufman,Kendall,Kenedy,Kent,Kerr,Kimble,King,Kinney,Kleberg,Knox,La Salle,Lamar,Lamb,Lampasas,Lavaca,Lee,Leon,Liberty,Limestone,Lipscomb,Live Oak,Llano,Loving,Lubbock,Lynn,Madison,Marion,Martin,Mason,Matagorda,Maverick,McCulloch,McLennan,McMullen,Medina,Menard,Midland,Milam,Mills,Mitchell,Montague,Montgomery,Moore,Morris,Motley,Nacogdoches,Navarro,Newton,Nolan,Nueces,Ochiltree,Oldham,Orange,Palo Pinto,Panola,Parker,Parmer,Pecos,Polk,Potter,Presidio,Rains,Randall,Reagan,Real,Red River,Reeves,Refugio,Roberts,Robertson,Rockwall,Runnels,Rusk,Sabine,San Augustine,San Jacinto,San Patricio,San Saba,Schleicher,Scurry,Shackelford,Shelby,Sherman,Smith,Somervell,Starr,Stephens,Sterling,Stonewall,Sutton,Swisher,Tarrant,Taylor,Terrell,Terry,Throckmorton,Titus,Tom Green,Travis,Trinity,Tyler,Upshur,Upton,Uvalde,Val Verde,Van Zandt,Victoria,Walker,Waller,Ward,Washington,Webb,Wharton,Wheeler,Wichita,Wilbarger,Willacy,Williamson,Wilson,Winkler,Wise,Wood,Yoakum,Young,Zapata,Zavala
1/17/21,39,0,0,14,0,0,0,25,0,0,12,0,28,0,2840,0,0,2,0,257,0,12,0,4,0,0,5,2,0,0,0,22,0,28,0,0,0,0,0,0,2,0,668,0,19,0,0,0,0,6,0,0,1,0,2,0,2809,15,0,0,5,456,0,0,0,11,0,0,0,365,0,0,0,0,1,0,0,0,0,5,1,0,7,255,0,0,-1,0,0,0,0,131,0,0,0,0,1,0,0,0,3110,208,0,0,0,0,53,0,18,0,0,10,0,0,1,0,0,1,0,0,-771,3,25,7,62,0,0,0,0,0,0,0,0,3,0,0,30,0,0,0,0,4,0,1,0,87,0,0,0,0,0,105,3,0,30,2,3,18,0,1,85,1,0,0,0,0,1,0,0,0,0,19,0,26,0,-236,0,121,0,0,0,0,25,0,0,12,0,0,0,11,0,0,0,4,4,4,0,1,0,0,0,-167,0,4,0,1,1,0,0,10,0,159,0,76,0,0,0,2,0,3023,143,0,0,0,42,52,295,3,-458,146,0,43,0,45,0,29,29,6,0,1664,37,0,0,0,25,0,0,0,0,36,0,0,15,0
1/18/21,0,0,0,0,0,0,0,15,0,0,1,0,0,0,2212,0,0,1,50,192,0,1,0,0,0,0,1,9,0,0,0,2,0,11,0,0,0,0,0,0,0,0,603,0,3,0,0,0,0,1,0,0,0,0,0,0,1377,0,0,0,1,0,0,0,0,0,0,0,0,514,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,0,0,0,15,0,0,0,0,0,0,0,3495,16,0,0,0,0,0,0,1,0,0,5,17,17,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,6,31,3,0,0,0,0,182,0,4,2,1,1,29,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,154,0,0,0,0,5,0,0,11,0,0,2,0,0,0,0,2,2,0,0,0,0,0,57,0,0,14,0,1,1,0,0,8,0,0,0,0,0,0,0,3,0,1611,95,0,0,0,8,0,403,10,0,7,0,58,0,0,0,50,39,1,0,177,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/21,0,0,213,2,0,2,0,21,1,0,11,0,22,0,0,0,0,3,47,140,0,5,1,2,0,1,2,3,0,0,0,6,1,12,1,0,0,8,0,1,4,0,879,2,13,0,0,0,0,5,0,5,4,3,1,1,0,0,0,2,4,0,1,0,8,5,0,0,0,361,0,0,0,0,15,0,3,0,405,5,0,0,0,0,1,0,1,0,0,25,217,0,4,0,32,14,0,2,0,0,1439,74,1,0,0,5,0,0,0,10,0,5,8,9,1,0,1,4,0,0,32,0,40,8,11,0,61,0,0,0,0,0,0,6,0,0,7,0,0,31,0,-1,0,0,0,41,0,3,0,0,0,110,0,0,8,1,4,24,131,3,0,0,0,0,0,0,0,0,0,0,1,7,0,22,0,9,0,137,0,0,0,0,16,0,1,3,42,0,3,0,0,1,0,6,2,0,1,0,0,0,44,6,7,14,0,2,4,0,0,12,1,0,0,27,-3,1,0,5,4,3021,47,1,0,0,22,68,686,5,17,48,0,85,0,0,0,58,35,19,3,191,12,4,146,0,21,0,0,5,0,0,0,0,3,0
1/20/21,121,0,0,18,10,1,118,27,9,24,50,2,18,559,3676,3,0,18,60,134,459,6,1,9,108,18,17,5,23,34,359,7,1,11,4,42,78,3,32,0,5,11,699,-1,14,93,9,1,144,42,3,10,3,6,2,2,1589,0,0,1,3,1064,0,69,3,10,41,247,0,453,804,58,14,74,15,2,5,2,1447,6,5,35,0,831,0,58,0,0,56,9,97,367,14,218,35,3,6,2,4,24,1397,31,1,24,699,5,124,667,20,2,233,12,3,0,4,0,29,2,9,13,6,2,274,11,52,663,44,19,544,63,0,0,33,0,1,8,22,3,0,36,2,13,21,14,4,32,11,2,20,27,0,117,0,12,4,-12,1,17,76,3,398,0,73,1,0,290,30,13,41,1417,4,4,0,15,150,2,12,162,5,3,-2,91,4,616,0,-80,0,52,6,12,65,1,3,6,14,9,1,4,296,30,9,0,0,6,0,1,0,38,7,8,0,467,42,119,10,0,4,4,4,1929,74,0,0,6,8,84,834,4,2,33,3,0,0,45,131,185,31,1,9,878,29,2,84,19,17,1607,48,5,252,90,0,88,43,48
1/21/21,-5,13,0,3,13,0,197,4,0,44,165,1,21,77,850,6,0,10,30,178,133,2,0,4,35,4,28,45,77,5,247,3,0,2,0,0,18,0,4,0,2,14,620,0,4,67,3,2,22,-49,0,3,1,0,11,0,3469,21,0,0,3,860,0,70,0,3,8,342,3,556,90,22,31,65,27,3,0,0,773,6,10,42,8,105,0,109,0,0,79,0,87,142,-104,464,22,0,30,0,0,0,2496,26,0,4,108,0,78,737,14,0,29,9,9,63,-29,53,0,0,0,45,39,0,137,3,6,137,0,30,100,102,0,0,86,4,0,24,6,4,-1,45,0,15,32,16,5,170,5,0,0,7,0,159,8,10,4,1,4,5,62,3,81,1,36,7,0,6,-1,2,8,296,0,2,0,15,0,12,7,190,0,0,0,8,5,75,0,9,0,63,8,6,79,1,10,6,11,6,0,1,64,4,14,10,0,14,0,2,3,8,2,14,0,373,5,38,5,1,6,5,0,2074,112,0,21,0,5,0,734,15,19,12,6,92,346,106,58,249,10,2,3,1022,8,0,71,4,11,385,150,3,34,51,1,18,1,89
1/22/21,-3,5,92,2,12,2,16,21,5,3,65,4,-2,206,2507,4,0,2,41,197,145,4,5,1,32,7,19,17,18,10,213,24,6,10,6,106,21,1,14,1,1,2,927,1,2,85,2,2,35,37,0,1,0,12,1,0,1978,34,64,29,5,749,2,7,10,4,6,216,10,547,162,13,17,44,22,2,24,0,352,4,0,12,36,462,4,17,0,0,30,15,55,0,17,122,28,2,0,9,1,35,3022,45,2,1,245,30,0,732,19,16,37,17,9,6,1,0,18,0,2,38,0,1,45,2,26,211,16,29,101,28,0,0,76,8,1,0,33,0,-1,11,10,24,29,25,4,57,9,7,0,20,0,118,3,-1,5,3,7,24,105,0,133,0,71,2,514,0,1,1,22,452,8,8,0,34,89,0,8,211,7,5,64,16,14,122,15,6,56,108,2,0,151,2,0,4,19,1,1,1,109,13,47,0,6,21,0,6,1,10,6,11,2,0,3,94,11,0,0,1,11,1789,81,0,21,1,41,158,715,8,0,23,1,56,0,0,76,65,31,19,18,564,67,6,61,8,15,783,14,12,70,0,15,19,35,5
1/23/21,27,6,0,11,4,4,80,17,2,11,59,1,28,145,2247,1,0,0,60,329,0,4,1,2,40,3,8,4,18,30,231,9,0,18,2,47,26,-3,6,3,-1,16,896,2,17,89,0,4,35,37,0,3,7,4,1,2,2065,14,0,6,3,655,-1,61,1,10,10,209,2,0,138,19,8,35,11,0,5,0,382,5,4,12,8,328,2,36,0,0,21,9,49,137,5,195,21,1,1,2,0,49,995,75,-2,2,23,19,23,697,11,14,50,21,19,17,0,109,4,1,3,15,11,0,-17,9,22,169,17,5,132,22,0,0,27,0,0,6,31,2,0,0,12,24,7,7,3,83,16,2,29,6,0,110,7,0,7,2,0,17,30,3,81,1,31,3,0,14,5,0,13,0,5,6,1,37,44,7,9,146,8,0,201,28,13,121,3,2,0,18,5,5,40,1,0,5,10,4,2,12,98,14,44,1,0,11,208,12,3,10,8,25,0,43,13,76,5,0,0,1,0,1864,88,1,47,1,18,58,540,6,13,26,1,7,114,-4,47,10,30,22,24,607,13,3,44,17,22,378,23,9,74,6,26,21,14,41
1/24/21,9,0,0,6,0,0,0,24,0,0,0,0,19,0,1684,0,0,0,2,293,0,0,0,0,0,1,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,245,0,11,0,0,1,0,7,0,1,0,0,11,0,1920,0,0,0,2,216,0,0,0,5,0,0,0,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,2255,35,0,0,0,0,16,0,0,0,0,1,0,9,2,0,0,3,0,0,0,0,30,9,22,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,1,1,42,0,0,0,0,0,59,0,0,4,-1,0,12,0,-1,70,0,0,-7,0,0,0,0,0,0,0,9,0,1,0,0,0,87,0,0,0,0,4,0,0,2,0,0,-38,0,0,-1,0,2,1,2,0,0,0,0,13,0,0,1,0,0,1,0,0,0,0,45,0,91,0,0,0,-1,0,2155,148,0,0,0,0,52,367,0,0,16,0,58,0,3,0,50,39,0,0,0,29,0,0,0,23,0,0,5,0,9,0,0,11,0
1/25/21,0,0,0,0,0,0,1,2,0,0,7,0,0,0,507,0,0,0,0,0,0,2,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,-20,0,835,0,3,0,0,0,0,-3,0,0,1,0,1,0,1174,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,2,0,0,0,0,0,2,-7,0,0,0,0,0,28,0,0,0,0,-1,1,0,0,0,0,0,0,1108,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-4,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,22,7,0,0,1,0,78,0,0,0,0,-12,12,0,-4,0,0,-16,2,0,13,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1736,116,0,0,0,0,41,305,0,0,0,2,40,0,0,0,1,16,7,2,0,57,0,0,0,0,0,1,1,0,0,0,0,0,0
1/26/21,8,0,0,7,7,0,4,13,3,2,38,1,29,253,2082,2,0,7,62,438,545,13,0,5,74,7,14,17,4,16,511,7,1,15,4,28,55,8,8,1,12,3,461,4,13,113,5,1,40,34,0,-14,10,7,-2,0,1698,0,22,12,4,623,1,6,1,10,3,111,0,936,449,35,5,74,9,3,7,3,406,5,1,57,0,441,2,2,9,0,2,9,23,0,1,83,18,12,2,18,6,30,3544,46,-2,2,604,-2,0,756,6,9,101,15,15,-69,41,0,14,-1,11,0,0,4,251,4,49,286,10,5,297,2,0,0,10,4,0,0,28,1,-3,59,8,20,0,2,12,50,3,2,8,4,0,88,0,9,7,-12,-8,7,173,18,144,0,58,8,1349,30,11,1,28,2630,2,7,0,36,0,0,12,128,3,0,71,58,17,250,3,14,0,49,59,0,37,-7,0,8,-38,5,0,25,229,21,28,0,0,16,0,7,9,14,9,22,0,0,11,108,21,4,1,10,5,1260,39,5,0,3,15,37,544,18,0,36,41,21,0,0,82,14,38,-1,11,691,84,3,102,15,26,869,1,-8,147,0,0,18,26,21
1/27/21,15,0,0,8,2,4,14,11,2,10,90,0,1,160,821,0,0,1,546,94,160,-28,0,1,34,5,1,18,5,9,223,11,5,23,1,67,55,4,0,1,2,4,1010,3,6,117,3,2,8,9,0,4,6,18,2,49,1858,17,0,11,9,773,-1,6,3,6,9,42,2,628,93,18,0,42,11,5,4,0,998,4,1,16,22,166,13,18,1,0,33,32,230,284,9,82,33,2,2,10,0,0,3160,63,30,4,171,10,112,623,17,24,39,15,7,19,4,71,40,0,2,28,49,2,60,3,26,120,13,10,64,15,0,0,146,-10,0,4,10,12,-1,0,12,17,13,5,2,51,1,4,10,11,0,123,1,0,6,1,-5,12,72,2,45,1,56,0,34,11,2,2,7,274,7,8,0,20,128,17,4,109,3,6,34,22,8,102,2,8,0,71,-10,15,96,0,1,2,9,7,0,2,64,4,24,5,0,10,0,15,2,11,4,4,3,444,7,40,18,0,1,2,6,1524,91,0,9,1,23,61,702,4,36,22,0,40,0,96,65,-12,32,3,0,0,29,1,44,1,31,445,9,0,33,107,2,21,7,10
1/28/21,38,0,264,11,1,0,166,12,-1,44,58,1,21,125,1341,25,-1,6,46,78,160,-107,-1,5,24,19,21,13,34,15,108,9,2,11,-2,0,13,5,1,0,4,3,765,2,20,108,0,4,21,26,0,0,4,-2,0,36,1671,9,0,-1,3,645,0,31,19,1,12,43,0,570,174,19,1,22,20,0,9,0,557,7,5,15,3,228,1,33,0,35,52,2,70,39,14,329,0,6,4,5,1,0,2162,53,33,1,85,2,29,651,1,-3,46,0,5,90,5,0,5,3,7,22,14,1,55,4,17,237,4,21,130,63,0,2,34,2,0,14,24,1,-1,46,1,11,33,18,0,70,14,0,0,16,0,120,2,0,2,1,9,36,89,0,148,0,47,3,110,0,3,0,5,482,2,4,0,16,28,5,0,180,-2,7,0,21,12,119,-1,5,138,59,17,1,70,0,3,2,8,4,0,2,90,8,16,2,9,21,0,8,2,2,1,10,3,162,6,37,8,0,1,1,2,1227,79,1,46,0,14,0,650,9,-33,17,2,40,281,26,73,25,31,9,3,471,32,0,73,2,22,483,123,4,51,18,2,8,5,42
1/29/21,19,19,0,18,2,0,18,16,0,8,32,0,4,117,1752,3,0,5,31,362,138,-14,0,2,35,19,40,31,7,11,101,9,0,9,0,0,12,0,0,0,1,2,686,0,6,87,3,2,15,46,0,5,6,0,2,0,1637,4,12,0,2,737,0,7,0,5,8,35,3,393,137,4,12,6,13,1,0,0,547,1,5,11,0,345,0,12,1,0,9,0,50,179,17,74,0,0,1,0,5,162,2407,47,0,2,207,0,74,586,5,0,34,18,3,19,2,65,0,3,3,27,22,0,46,4,14,99,3,10,85,46,0,0,56,-2,0,0,12,1,1,0,0,29,12,21,1,73,13,0,0,6,0,133,2,9,7,1,2,11,438,0,80,0,74,1,0,51,1,10,1,347,0,6,0,30,0,4,9,199,0,0,193,9,22,130,0,6,0,43,1,12,39,1,0,7,11,1,0,12,92,3,37,0,0,5,0,13,2,11,5,12,0,265,7,144,7,0,0,1,0,2535,111,0,2,0,13,53,707,3,48,38,2,24,0,52,113,19,21,2,19,0,12,0,40,0,14,419,30,2,46,55,0,10,19,4
1/30/21,-2,0,0,21,2,0,194,19,3,48,82,4,20,575,1545,0,0,0,112,281,198,1,1,6,17,2,1,12,38,2,150,2,0,7,2,0,4,3,5,4,3,0,505,0,28,57,2,13,11,14,1,0,3,5,7,6,1809,0,2,10,2,654,1,108,2,8,2,60,4,493,111,14,-1,20,11,1,4,2,463,1,7,51,0,318,9,48,1,0,90,4,0,0,5,774,0,0,0,13,3,10,2763,20,2,5,-219,11,0,717,9,15,34,12,7,37,2,0,13,1,2,33,22,0,60,3,25,126,5,29,102,77,0,1,88,0,0,8,47,0,-3,21,9,22,55,9,6,46,20,9,19,12,0,97,0,0,3,7,0,5,23,2,66,0,44,0,0,0,8,0,10,337,20,2,0,14,75,7,1,151,6,4,12,10,7,100,5,-3,0,18,2,0,24,2,8,3,2,1,0,5,73,9,59,0,0,16,93,21,2,-1,1,4,3,0,4,111,-5,0,0,2,6,1437,116,-2,0,0,16,44,454,5,4,39,5,23,0,0,0,46,35,2,11,1069,28,3,39,2,14,492,205,1,44,0,0,15,4,77
1/31/21,15,0,0,6,0,0,0,16,0,0,12,0,24,0,2121,1,0,3,6,169,0,1,0,6,0,1,8,1,0,0,0,8,0,5,0,0,0,0,0,0,0,0,335,0,5,0,0,1,0,3,0,1,5,0,0,0,1407,4,0,0,4,306,0,0,0,4,0,0,0,492,0,0,3,0,6,0,0,0,0,0,1,0,3,153,0,0,1,0,0,0,84,97,0,0,0,0,0,0,0,0,3032,15,0,0,0,0,15,0,2,0,0,1,1,2,0,0,0,0,0,0,0,1,50,1,27,0,0,0,0,0,1,0,0,1,0,0,10,0,3,0,0,3,0,7,2,62,1,0,0,5,0,60,0,1,0,2,0,25,0,0,60,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,44,0,0,0,0,1,0,0,3,0,0,7,4,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,3,2,0,0,10,0,86,0,75,0,0,0,0,0,1862,66,0,9,0,8,29,270,0,0,15,0,22,0,15,0,50,29,18,2,62,18,0,0,0,22,0,0,1,0,11,1,0,20,0
2/1/21,0,0,0,0,0,0,0,0,0,0,2459,0,0,0,3466,237,0,423,43,89,0,7,0,0,0,665,1357,1836,0,0,0,11,0,12,0,0,0,0,0,0,2,0,875,0,0,0,0,1,0,2432,0,0,3,0,1,0,1617,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,574,0,466,0,0,0,0,9,736,0,0,0,0,0,0,0,0,0,0,0,1164,0,0,0,95,0,0,0,2957,38,0,0,0,0,0,0,1498,0,0,16,8,5,0,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-3,0,0,628,0,367,507,7,789,0,0,350,0,80,0,608,4,3,0,1,0,0,0,0,0,1,0,73,144,0,0,0,0,4,0,31,0,0,0,85,0,0,0,0,10,0,0,2,0,0,2,0,0,0,0,1,12,0,0,685,0,0,40,0,0,10,0,129,1,0,0,14,0,0,0,0,0,0,0,1,0,1888,21,0,0,0,17,30,441,1,0,23,3,12,0,0,0,1,2,4,1535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/21,93,6,231,20,2,0,34,24,2,22,287,0,25,287,2376,17,0,20,41,213,356,2,1,0,36,54,122,122,8,17,459,22,0,5,4,0,8,-2,11,0,0,3,663,0,22,86,16,-2,68,80,1,0,0,2,0,3,1427,0,37,2,6,600,1,7,0,5,16,196,0,749,423,31,0,73,27,4,3,0,376,13,28,11,0,375,0,8,0,25,1,11,110,0,54,108,49,0,9,3,1,0,2146,14,2,7,323,3,0,715,37,3,106,18,10,6,0,0,1,1,8,5,24,0,70,3,39,355,3,10,309,39,-1,1,33,1,0,0,20,5,-1,0,5,64,8,25,11,103,42,4,0,22,0,78,0,8,3,2,3,28,121,0,84,0,45,6,346,4,10,1,29,801,1,14,0,23,0,7,1,249,4,8,0,33,4,280,1,4,55,34,1,0,33,0,0,2,4,2,0,53,213,12,16,1,2,14,0,19,3,34,2,15,2,0,10,99,15,0,1,1,1,1887,28,0,0,0,63,24,677,4,13,17,0,21,265,0,52,87,57,4,90,108,14,0,90,8,20,1191,28,3,150,0,0,28,17,4
2/3/21,15,0,0,4,0,0,92,9,0,47,67,1,19,227,1260,12,0,8,50,203,70,-2,1,3,0,20,41,32,38,5,185,4,1,12,3,163,79,4,6,8,2,45,808,0,11,63,8,3,24,50,0,-8,20,4,-2,-1,1438,6,-1,9,3,588,0,24,3,-2,22,166,2,433,120,9,0,40,9,0,11,1,1233,7,6,50,4,369,6,23,-12,0,37,-3,72,115,17,243,22,6,5,7,1,59,944,38,3,2,128,2,85,1173,35,10,21,28,6,9,2,50,23,0,2,20,0,9,373,6,7,102,-10,23,87,84,0,1,58,4,1,9,13,0,1,46,8,25,19,9,13,57,19,2,0,12,0,112,3,3,4,14,6,30,53,0,49,0,69,0,0,34,13,0,8,318,1,4,0,15,46,0,7,208,5,9,100,6,13,100,1,15,0,62,0,8,69,3,4,9,13,0,0,16,49,7,19,0,0,11,0,8,1,19,3,7,0,261,1,61,4,0,0,0,2,1426,37,1,9,1,16,0,681,6,0,13,0,56,0,110,91,56,18,0,22,0,13,2,64,4,10,341,137,2,64,58,1,7,16,54
2/4/21,-1,17,0,14,3,2,43,11,0,14,60,1,3,106,1012,6,0,13,17,257,157,9,2,1,0,9,2,16,9,4,51,5,2,30,1,0,12,-1,1,0,2,2,425,0,11,34,12,4,29,-23,0,6,10,1,3,-23,1356,1,3,5,0,621,2,14,0,-11,19,209,1,481,130,22,7,39,15,0,4,1,315,2,8,26,3,195,5,32,5,0,26,8,117,0,12,114,15,0,10,4,0,0,2664,25,24,4,62,0,0,814,23,6,44,12,12,13,-61,47,3,0,0,7,17,-1,20,-5,18,201,7,7,112,34,1,1,32,-1,0,0,21,1,-1,52,2,17,12,41,5,63,17,0,6,26,0,63,5,5,2,-3,2,5,76,2,111,1,1,0,0,3,1,2,12,241,5,5,0,10,23,3,2,109,3,3,0,11,8,165,4,3,0,40,3,0,48,-7,1,2,11,4,0,5,82,3,14,5,0,25,0,11,2,11,2,14,0,0,6,7,4,0,0,1,1,1625,54,0,6,0,24,33,542,4,10,12,3,19,0,0,49,-34,19,12,7,656,22,3,40,2,19,259,36,3,44,0,2,23,2,8
2/5/21,42,0,174,12,1,0,49,8,0,15,70,1,10,144,860,7,0,3,51,303,121,3,0,2,2,65,-2,15,11,2,89,13,1,7,0,0,18,0,1,0,0,2,615,0,4,106,10,1,16,-26,0,6,1,0,1,13,1149,1,1,4,2,457,1,18,2,-1,5,181,0,547,122,9,-5,14,9,2,1,1,582,10,0,24,5,290,0,12,-1,0,16,4,39,102,24,122,8,3,4,0,1,0,1602,67,0,5,123,1,108,575,21,6,27,18,11,7,1,0,3,1,2,5,7,1,12,4,7,109,-5,15,72,38,0,1,37,1,0,0,13,0,4,0,1,35,14,31,9,111,29,1,8,16,0,93,0,3,5,1,-5,22,53,8,55,0,1,1,0,0,-3,0,7,353,5,9,0,28,0,0,3,144,6,4,0,8,9,87,1,6,72,13,-4,14,28,2,2,4,13,1,0,15,93,2,32,1,10,32,0,4,-8,4,0,2,0,211,5,62,1,1,0,2,2,1663,66,0,7,0,16,47,533,11,8,41,1,6,59,54,25,121,30,2,26,0,15,1,56,1,21,226,25,3,54,38,1,11,26,13
2/6/21,2,0,0,13,0,1,59,25,0,13,27,0,18,109,1724,5,0,5,40,169,127,4,0,1,43,105,5,12,4,2,111,7,1,7,0,0,0,0,6,0,-8,5,355,1,10,44,17,-2,27,16,0,-7,-10,2,5,2,1424,0,38,4,2,483,0,7,0,12,15,209,0,416,149,81,0,28,19,1,3,11,326,3,5,5,0,200,0,6,1,0,7,7,46,0,3,64,15,2,2,0,5,0,1238,76,-1,2,102,0,0,675,11,3,21,14,-4,-18,3,80,12,1,5,9,6,6,153,13,31,144,9,0,139,26,0,0,81,1,-1,0,24,4,0,7,2,20,16,22,9,65,28,1,0,12,0,79,0,3,10,0,2,18,0,4,76,0,0,-2,0,8,16,3,10,356,1,6,0,29,0,8,0,92,0,0,0,29,10,146,0,7,0,31,38,0,28,2,1,2,30,5,0,11,107,9,35,0,0,11,138,15,4,0,1,9,1,0,4,89,2,0,0,3,5,1394,47,-1,0,2,13,35,262,5,8,29,3,24,0,0,47,65,30,3,15,0,21,1,42,4,15,438,23,7,77,0,0,15,28,5
2/7/21,0,0,0,12,0,0,0,4,0,0,2,0,12,0,625,0,0,4,0,707,0,4,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,12,0,0,0,0,-29,0,2,0,0,-3,0,1024,0,0,0,0,326,0,0,0,4,0,0,0,381,0,0,2,0,3,0,0,0,0,0,1,0,0,148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,831,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,1,0,0,0,4,0,18,11,0,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,41,1,0,8,5,0,51,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,98,0,0,0,0,0,0,0,3,0,0,6,0,0,1,0,0,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,1245,59,0,0,0,0,19,197,0,0,0,3,16,0,0,0,32,22,2,0,543,12,0,0,0,15,0,0,-1,0,0,0,0,4,0
2/8/21,20,0,0,0,0,0,0,10,0,0,63,0,0,0,2190,2,0,7,42,-385,0,1,0,0,0,18,21,27,0,0,0,2,0,5,0,0,0,0,0,0,0,0,301,0,9,0,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,5,0,11,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,141,24,0,0,0,3,0,0,0,1347,16,0,0,0,0,53,0,11,0,0,13,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,6,26,23,0,0,4,0,18,0,0,0,0,0,12,0,1,49,0,0,0,0,0,4,0,0,0,0,7,0,8,0,0,0,43,0,0,0,0,14,0,0,0,0,0,2,10,0,0,0,3,3,0,0,20,0,0,7,0,0,16,0,21,0,0,0,6,0,188,0,0,0,0,0,0,0,991,26,0,0,0,5,14,208,4,0,7,0,12,63,54,0,38,9,0,24,60,19,0,0,0,0,0,0,0,0,38,0,0,0,0
2/9/21,2,0,0,5,0,1,64,1,3,17,28,0,12,173,235,8,2,2,27,46,338,0,1,-1,0,15,41,90,6,5,340,1,7,7,7,0,42,15,6,2,0,8,593,6,0,92,11,1,18,-183,0,0,3,9,2,2,908,10,40,25,3,610,1,23,1,2,19,236,1,331,190,14,16,39,6,0,4,0,329,8,9,6,8,211,3,10,0,18,11,49,98,166,11,88,8,20,2,4,6,165,741,40,2,0,217,2,56,1017,4,46,63,14,4,20,4,0,36,1,0,4,0,1,30,1,20,142,-1,5,151,40,0,1,21,0,0,0,15,0,-1,0,49,18,5,6,5,50,12,3,7,4,0,38,0,1,5,15,1,6,169,2,202,2,5,0,0,68,6,1,10,538,9,9,0,19,9,0,0,103,1,5,392,27,6,70,1,3,0,17,3,2,26,0,0,2,9,0,2,3,75,3,17,0,0,11,0,45,2,14,3,6,0,148,5,18,3,0,0,0,3,1059,4,0,5,0,24,25,448,10,0,20,1,14,89,39,42,-20,5,0,33,0,3,5,51,13,26,430,28,-3,58,55,2,16,8,25
